#feature.id	feature.chr	feature.start	feature.end	feature.strand	peak.chr	peak.start	peak.end	order	dist_closest	dist_TSS	dist_TES
NM_019570_Rev1	chr1	38109638	38186507	-	---	---	---	---	---	---	---
NM_019645_Pkp1	chr1	137767972	137815881	-	chr1	138437726	138437860	1 of 3	621845	621845	669754
NM_019645_Pkp1	chr1	137767972	137815881	-	chr1	138437726	138437860	2 of 3	621845	621845	669754
NM_019645_Pkp1	chr1	137767972	137815881	-	chr1	136956468	136956598	3 of 3	811374	859283	811374
NM_019685_Ruvbl1	chr1	141824644	141826247	-	---	---	---	---	---	---	---
NM_019759_Dpt	chr1	166726785	166754377	+	chr1	167222964	167223261	1 of 2	468587	496179	468587
NM_019759_Dpt	chr1	166726785	166754377	+	chr1	167222964	167223261	2 of 2	468587	496179	468587
NM_019777_Ikbke	chr1	133151052	133176163	-	chr1	133114860	133115015	1 of 2	36037	61148	36037
NM_019777_Ikbke	chr1	133151052	133176163	-	chr1	132950929	132951247	2 of 2	199805	224916	199805
NM_019790_Tmeff2	chr1	50957501	51282275	+	---	---	---	---	---	---	---
NM_019933_Ptpn4	chr1	121556050	121771541	-	---	---	---	---	---	---	---
NM_019993_Aldh9a1	chr1	169280142	169298663	+	chr1	170255081	170255260	1 of 2	956418	974939	956418
NM_019993_Aldh9a1	chr1	169280142	169298663	+	chr1	170255081	170255260	2 of 2	956418	974939	956418
NM_020025_B3galt2	chr1	145487786	145497516	+	chr1	145591041	145591176	1 of 4	93525	103255	93525
NM_020025_B3galt2	chr1	145487786	145497516	+	chr1	145591041	145591176	2 of 4	93525	103255	93525
NM_020025_B3galt2	chr1	145487786	145497516	+	chr1	145591041	145591176	3 of 4	93525	103255	93525
NM_020025_B3galt2	chr1	145487786	145497516	+	chr1	145591041	145591176	4 of 4	93525	103255	93525
NM_020579_B4galt3	chr1	173199650	173207025	+	chr1	172620917	172621080	1 of 2	578570	578570	585945
NM_020579_B4galt3	chr1	173199650	173207025	+	chr1	172620779	172620912	2 of 2	578738	578738	586113
NM_020588_Tmem183a	chr1	136242675	136258707	-	chr1	135851853	135852218	1 of 4	390457	406489	390457
NM_020588_Tmem183a	chr1	136242675	136258707	-	chr1	135851853	135852218	2 of 4	390457	406489	390457
NM_020588_Tmem183a	chr1	136242675	136258707	-	chr1	135582677	135582828	3 of 4	659847	675879	659847
NM_020588_Tmem183a	chr1	136242675	136258707	-	chr1	136956468	136956598	4 of 4	697761	697761	713793
NM_020604_Jph1	chr1	16837549	17087942	-	chr1	17030405	17030545	1 of 2	0	57397	192856
NM_020604_Jph1	chr1	16837549	17087942	-	chr1	17030405	17030545	2 of 2	0	57397	192856
NM_021285_Myl1	chr1	66948125	66992032	-	---	---	---	---	---	---	---
NM_021295_Lancl1	chr1	67004053	67085447	-	---	---	---	---	---	---	---
NM_021306_Ecel1	chr1	89039384	89053076	-	chr1	88408969	88409267	1 of 4	630117	643809	630117
NM_021306_Ecel1	chr1	89039384	89053076	-	chr1	89989553	89989714	2 of 4	936477	936477	950169
NM_021306_Ecel1	chr1	89039384	89053076	-	chr1	89989553	89989714	3 of 4	936477	936477	950169
NM_021306_Ecel1	chr1	89039384	89053076	-	chr1	89989553	89989714	4 of 4	936477	936477	950169
NM_021312_Wdr12	chr1	60099363	60155552	-	---	---	---	---	---	---	---
NM_021313_Rnf25	chr1	74640329	74648026	-	chr1	75481920	75482054	1 of 2	833894	833894	841591
NM_021313_Rnf25	chr1	74640329	74648026	-	chr1	75481920	75482054	2 of 2	833894	833894	841591
NM_021342_Kcne4	chr1	78791793	78816579	+	chr1	78630893	78631160	1 of 4	160633	160633	185419
NM_021342_Kcne4	chr1	78791793	78816579	+	chr1	78630893	78631160	2 of 4	160633	160633	185419
NM_021342_Kcne4	chr1	78791793	78816579	+	chr1	78630893	78631160	3 of 4	160633	160633	185419
NM_021342_Kcne4	chr1	78791793	78816579	+	chr1	78630893	78631160	4 of 4	160633	160633	185419
NM_021350_Chml	chr1	177615948	177618649	-	---	---	---	---	---	---	---
NM_021374_Rgs20	chr1	4899617	5060346	-	---	---	---	---	---	---	---
NM_021380_Il20	chr1	132803344	132808275	-	chr1	132950929	132951247	1 of 2	142654	142654	147585
NM_021380_Il20	chr1	132803344	132808275	-	chr1	133114860	133115015	2 of 2	306585	306585	311516
NM_021383_Rqcd1	chr1	74542393	74577404	+	chr1	75481920	75482054	1 of 2	904516	939527	904516
NM_021383_Rqcd1	chr1	74542393	74577404	+	chr1	75481920	75482054	2 of 2	904516	939527	904516
NM_021400_Prg4	chr1	152296956	152333784	-	---	---	---	---	---	---	---
NM_021408_Ush2a	chr1	190085902	190292167	+	---	---	---	---	---	---	---
NM_021421_Angel2	chr1	192748297	192770827	+	---	---	---	---	---	---	---
NM_021433_Stx6	chr1	157005819	157054716	+	---	---	---	---	---	---	---
NM_021467_Tnni1	chr1	137676021	137713725	+	chr1	136956468	136956598	1 of 3	719423	719423	757127
NM_021467_Tnni1	chr1	137676021	137713725	+	chr1	138437726	138437860	2 of 3	724001	761705	724001
NM_021467_Tnni1	chr1	137676021	137713725	+	chr1	138437726	138437860	3 of 3	724001	761705	724001
NM_021511_Rrs1	chr1	9535513	9537532	+	chr1	9619046	9619167	1 of 2	81514	83533	81514
NM_021511_Rrs1	chr1	9535513	9537532	+	chr1	9619175	9619382	2 of 2	81643	83662	81643
NM_021537_Stk25	chr1	95517348	95555233	-	chr1	95186508	95186637	1 of 2	330711	368596	330711
NM_021537_Stk25	chr1	95517348	95555233	-	chr1	95186508	95186637	2 of 2	330711	368596	330711
NM_021541_Cryba2	chr1	74936508	74939802	-	chr1	75481920	75482054	1 of 2	542118	542118	545412
NM_021541_Cryba2	chr1	74936508	74939802	-	chr1	75481920	75482054	2 of 2	542118	542118	545412
NM_021600_Chrnd	chr1	89087192	89096645	+	chr1	88408969	88409267	1 of 4	677925	677925	687378
NM_021600_Chrnd	chr1	89087192	89096645	+	chr1	89989553	89989714	2 of 4	892908	902361	892908
NM_021600_Chrnd	chr1	89087192	89096645	+	chr1	89989553	89989714	3 of 4	892908	902361	892908
NM_021600_Chrnd	chr1	89087192	89096645	+	chr1	89989553	89989714	4 of 4	892908	902361	892908
NM_021605_Nek7	chr1	140379472	140516775	-	chr1	140381656	140381785	1 of 1	0	134990	2184
NM_021607_Ncstn	chr1	173996154	174012927	-	chr1	174376470	174376659	1 of 1	363543	363543	380316
NM_021610_Gpa33	chr1	168060559	168118074	+	chr1	167906284	167906554	1 of 4	154005	154005	211520
NM_021610_Gpa33	chr1	168060559	168118074	+	chr1	167906284	167906554	2 of 4	154005	154005	211520
NM_021610_Gpa33	chr1	168060559	168118074	+	chr1	167906284	167906554	3 of 4	154005	154005	211520
NM_021610_Gpa33	chr1	168060559	168118074	+	chr1	167906284	167906554	4 of 4	154005	154005	211520
NM_022018_Fam129a	chr1	153370940	153589282	+	---	---	---	---	---	---	---
NM_022019_Dusp10	chr1	185755009	185899515	+	chr1	185854947	185855105	1 of 2	0	99938	44410
NM_022019_Dusp10	chr1	185755009	185899515	+	chr1	185854947	185855105	2 of 2	0	99938	44410
NM_022312_Tnr	chr1	161327058	161857057	+	---	---	---	---	---	---	---
NM_022320_Gpr35	chr1	94683531	94882968	+	chr1	95186508	95186637	1 of 2	303540	502977	303540
NM_022320_Gpr35	chr1	94683531	94882968	+	chr1	95186508	95186637	2 of 2	303540	502977	303540
NM_022327_Ralb	chr1	121363651	121401351	-	chr1	120760212	120760461	1 of 1	603190	640890	603190
NM_022329_Ifrg15	chr1	157883344	157900866	+	chr1	158510523	158510813	1 of 4	609657	627179	609657
NM_022329_Ifrg15	chr1	157883344	157900866	+	chr1	158510523	158510813	2 of 4	609657	627179	609657
NM_022329_Ifrg15	chr1	157883344	157900866	+	chr1	158537267	158537411	3 of 4	636401	653923	636401
NM_022329_Ifrg15	chr1	157883344	157900866	+	chr1	158537267	158537411	4 of 4	636401	653923	636401
NM_022417_Itm2c	chr1	87780787	87838221	+	chr1	88408969	88409267	1 of 1	570748	628182	570748
NM_022563_Ddr2	chr1	171907607	172040752	-	chr1	172620779	172620912	1 of 2	580027	580027	713172
NM_022563_Ddr2	chr1	171907607	172040752	-	chr1	172620917	172621080	2 of 2	580165	580165	713310
NM_022721_Fzd5	chr1	64777130	64826549	-	---	---	---	---	---	---	---
NM_022881_Rgs18	chr1	146599793	146755382	-	---	---	---	---	---	---	---
NM_022988_Nif3l1	chr1	58501750	58538650	+	---	---	---	---	---	---	---
NM_023041_Pex19	chr1	174056859	174067189	+	chr1	174376470	174376659	1 of 1	309281	319611	309281
NM_023141_Tor3a	chr1	158583760	158604477	-	chr1	158580638	158580759	1 of 4	3001	23718	3001
NM_023141_Tor3a	chr1	158583760	158604477	-	chr1	158537267	158537411	2 of 4	46349	67066	46349
NM_023141_Tor3a	chr1	158583760	158604477	-	chr1	158537267	158537411	3 of 4	46349	67066	46349
NM_023141_Tor3a	chr1	158583760	158604477	-	chr1	158510523	158510813	4 of 4	72947	93664	72947
NM_023173_Dusp12	chr1	172803629	172815650	-	chr1	172620917	172621080	1 of 2	182549	194570	182549
NM_023173_Dusp12	chr1	172803629	172815650	-	chr1	172620779	172620912	2 of 2	182717	194738	182717
NM_023200_Ppp1r7	chr1	95239431	95266345	+	chr1	95186508	95186637	1 of 2	52794	52794	79708
NM_023200_Ppp1r7	chr1	95239431	95266345	+	chr1	95186508	95186637	2 of 2	52794	52794	79708
NM_023284_Nuf2	chr1	171386224	171461676	-	---	---	---	---	---	---	---
NM_023314_Eif4e2	chr1	89110486	89145136	+	chr1	88408969	88409267	1 of 4	701219	701219	735869
NM_023314_Eif4e2	chr1	89110486	89145136	+	chr1	89989553	89989714	2 of 4	844417	879067	844417
NM_023314_Eif4e2	chr1	89110486	89145136	+	chr1	89989553	89989714	3 of 4	844417	879067	844417
NM_023314_Eif4e2	chr1	89110486	89145136	+	chr1	89989553	89989714	4 of 4	844417	879067	844417
NM_023341_Cabc1	chr1	182095369	182129713	-	chr1	182479646	182479905	1 of 2	349933	349933	384277
NM_023341_Cabc1	chr1	182095369	182129713	-	chr1	182479646	182479905	2 of 2	349933	349933	384277
NM_023343_Ilkap	chr1	93270445	93290447	-	---	---	---	---	---	---	---
NM_023434_Tox4	chr1	16757104	16760219	-	chr1	17030405	17030545	1 of 2	270186	270186	273301
NM_023434_Tox4	chr1	16757104	16760219	-	chr1	17030405	17030545	2 of 2	270186	270186	273301
NM_023514_Mrps9	chr1	42760822	42962528	+	---	---	---	---	---	---	---
NM_023523_Pecr	chr1	72281105	72330878	-	chr1	72769824	72770056	1 of 3	438946	438946	488719
NM_023523_Pecr	chr1	72281105	72330878	-	chr1	72770058	72770226	2 of 3	439180	439180	488953
NM_023523_Pecr	chr1	72281105	72330878	-	chr1	72815517	72815742	3 of 3	484639	484639	534412
NM_023617_Aox3	chr1	58169980	58259027	+	---	---	---	---	---	---	---
NM_023631_Aox4	chr1	58267261	58325441	+	---	---	---	---	---	---	---
NM_023645_Kdelc1	chr1	44143458	44177102	-	chr1	44195449	44195639	1 of 2	18347	18347	51991
NM_023645_Kdelc1	chr1	44143458	44177102	-	chr1	44195449	44195639	2 of 2	18347	18347	51991
NM_023727_Rd3	chr1	193784705	193812153	+	chr1	194258648	194259032	1 of 3	446495	473943	446495
NM_023727_Rd3	chr1	193784705	193812153	+	chr1	194258648	194259032	2 of 3	446495	473943	446495
NM_023727_Rd3	chr1	193784705	193812153	+	chr1	194645118	194645475	3 of 3	832965	860413	832965
NM_023732_Abcb6	chr1	75168223	75177000	-	chr1	75481920	75482054	1 of 2	304920	304920	313697
NM_023732_Abcb6	chr1	75168223	75177000	-	chr1	75481920	75482054	2 of 2	304920	304920	313697
NM_023755_Tcfcp2l1	chr1	120524515	120655075	+	chr1	120760212	120760461	1 of 1	105137	235697	105137
NM_023884_Ralgps2	chr1	158734300	158969600	-	chr1	158835251	158835391	1 of 4	0	134209	100951
NM_023884_Ralgps2	chr1	158734300	158969600	-	chr1	158835251	158835391	2 of 4	0	134209	100951
NM_023884_Ralgps2	chr1	158734300	158969600	-	chr1	158835251	158835391	3 of 4	0	134209	100951
NM_023884_Ralgps2	chr1	158734300	158969600	-	chr1	158835251	158835391	4 of 4	0	134209	100951
NM_024197_Ndufa10	chr1	94121208	94393553	-	chr1	95186508	95186637	1 of 2	792955	792955	1065300
NM_024197_Ndufa10	chr1	94121208	94393553	-	chr1	95186508	95186637	2 of 2	792955	792955	1065300
NM_024264_Cyp27a1	chr1	74759770	74786412	+	chr1	75481920	75482054	1 of 2	695508	722150	695508
NM_024264_Cyp27a1	chr1	74759770	74786412	+	chr1	75481920	75482054	2 of 2	695508	722150	695508
NM_024282_Pppde1	chr1	180117558	180197483	+	chr1	181061299	181061446	1 of 1	863816	943741	863816
NM_024283_1500015O10Rik	chr1	43787414	43799399	+	chr1	44195449	44195639	1 of 2	396050	408035	396050
NM_024283_1500015O10Rik	chr1	43787414	43799399	+	chr1	44195449	44195639	2 of 2	396050	408035	396050
NM_025283_Mobkl3	chr1	55187734	55211736	+	chr1	55283572	55283675	1 of 3	71836	95838	71836
NM_025283_Mobkl3	chr1	55187734	55211736	+	chr1	55283572	55283675	2 of 3	71836	95838	71836
NM_025283_Mobkl3	chr1	55187734	55211736	+	chr1	54631692	54631815	3 of 3	555919	555919	579921
NM_025300_Mrpl15	chr1	4763290	4798011	-	---	---	---	---	---	---	---
NM_025303_Stau2	chr1	16218775	16510193	-	chr1	17030405	17030545	1 of 2	520212	520212	811630
NM_025303_Stau2	chr1	16218775	16510193	-	chr1	17030405	17030545	2 of 2	520212	520212	811630
NM_025321_Sdhc	chr1	173057297	173080736	-	chr1	172620917	172621080	1 of 2	436217	459656	436217
NM_025321_Sdhc	chr1	173057297	173080736	-	chr1	172620779	172620912	2 of 2	436385	459824	436385
NM_025386_Fbxo36	chr1	84835492	84897059	+	---	---	---	---	---	---	---
NM_025388_Ufc1	chr1	173218698	173225135	-	chr1	172620917	172621080	1 of 2	597618	604055	597618
NM_025388_Ufc1	chr1	173218698	173225135	-	chr1	172620779	172620912	2 of 2	597786	604223	597786
NM_025424_Nenf	chr1	193130454	193141997	-	---	---	---	---	---	---	---
NM_025439_Tmem9	chr1	137879942	137931919	+	chr1	138437726	138437860	1 of 3	505807	557784	505807
NM_025439_Tmem9	chr1	137879942	137931919	+	chr1	138437726	138437860	2 of 3	505807	557784	505807
NM_025439_Tmem9	chr1	137879942	137931919	+	chr1	136956468	136956598	3 of 3	923344	923344	975321
NM_025453_Tm4sf20	chr1	82749860	82765031	-	---	---	---	---	---	---	---
NM_025454_Ing5	chr1	95700534	95719794	+	chr1	95186508	95186637	1 of 2	513897	513897	533157
NM_025454_Ing5	chr1	95700534	95719794	+	chr1	95186508	95186637	2 of 2	513897	513897	533157
NM_025470_1810030J14Rik	chr1	176260650	176349219	+	---	---	---	---	---	---	---
NM_025474_Mrps14	chr1	162082365	162131317	+	---	---	---	---	---	---	---
NM_025505_Blzf1	chr1	166219931	166237615	-	chr1	167222964	167223261	1 of 2	985349	985349	1003033
NM_025505_Blzf1	chr1	166219931	166237615	-	chr1	167222964	167223261	2 of 2	985349	985349	1003033
NM_025557_Pcp4l1	chr1	173103394	173126370	-	chr1	172620917	172621080	1 of 2	482314	505290	482314
NM_025557_Pcp4l1	chr1	173103394	173126370	-	chr1	172620779	172620912	2 of 2	482482	505458	482482
NM_025569_Mgst3	chr1	169302037	169323952	-	chr1	170255081	170255260	1 of 2	931129	931129	953044
NM_025569_Mgst3	chr1	169302037	169323952	-	chr1	170255081	170255260	2 of 2	931129	931129	953044
NM_025596_Prelid1	chr1	63410974	63469460	-	chr1	63664888	63665018	1 of 1	195428	195428	253914
NM_025597_Ndufb3	chr1	58631453	58653239	+	---	---	---	---	---	---	---
NM_025677_Tsen15	chr1	154217920	154233812	-	chr1	154971572	154971673	1 of 3	737760	737760	753652
NM_025677_Tsen15	chr1	154217920	154233812	-	chr1	155123313	155123435	2 of 3	889501	889501	905393
NM_025677_Tsen15	chr1	154217920	154233812	-	chr1	155123313	155123435	3 of 3	889501	889501	905393
NM_025683_Rpe	chr1	66747223	66839854	+	---	---	---	---	---	---	---
NM_025746_4933415F23Rik	chr1	23107346	23263222	-	---	---	---	---	---	---	---
NM_025773_Ube2w	chr1	16530881	16609419	-	chr1	17030405	17030545	1 of 2	420986	420986	499524
NM_025773_Ube2w	chr1	16530881	16609419	-	chr1	17030405	17030545	2 of 2	420986	420986	499524
NM_025784_Bcs1l	chr1	74634010	74639375	+	chr1	75481920	75482054	1 of 2	842545	847910	842545
NM_025784_Bcs1l	chr1	74634010	74639375	+	chr1	75481920	75482054	2 of 2	842545	847910	842545
NM_025819_1200016B10Rik	chr1	153214763	153304502	-	---	---	---	---	---	---	---
NM_025864_Tmem206	chr1	193149566	193176819	+	---	---	---	---	---	---	---
NM_025867_Serpinb11	chr1	109246610	109277052	+	chr1	108747519	108747791	1 of 3	498819	498819	529261
NM_025867_Serpinb11	chr1	109246610	109277052	+	chr1	108747519	108747791	2 of 3	498819	498819	529261
NM_025867_Serpinb11	chr1	109246610	109277052	+	chr1	108747519	108747791	3 of 3	498819	498819	529261
NM_025920_Thap4	chr1	95602021	95651542	-	chr1	95186508	95186637	1 of 2	415384	464905	415384
NM_025920_Thap4	chr1	95602021	95651542	-	chr1	95186508	95186637	2 of 2	415384	464905	415384
NM_025964_Fam119a	chr1	64653048	64670990	-	---	---	---	---	---	---	---
NM_026024_Ube2t	chr1	136857731	136870739	+	chr1	136956468	136956598	1 of 1	85729	98737	85729
NM_026041_Rrp15	chr1	188544857	188573732	-	---	---	---	---	---	---	---
NM_026078_Pigc	chr1	163860747	163957217	+	chr1	163827897	163828062	1 of 4	32685	32685	129155
NM_026078_Pigc	chr1	163860747	163957217	+	chr1	163827897	163828062	2 of 4	32685	32685	129155
NM_026078_Pigc	chr1	163860747	163957217	+	chr1	163827897	163828062	3 of 4	32685	32685	129155
NM_026078_Pigc	chr1	163860747	163957217	+	chr1	164215623	164215935	4 of 4	258406	354876	258406
NM_026123_Unc50	chr1	37486671	37504876	+	---	---	---	---	---	---	---
NM_026171_Nvl	chr1	183008557	183074318	-	chr1	182479646	182479905	1 of 2	528652	594413	528652
NM_026171_Nvl	chr1	183008557	183074318	-	chr1	182479646	182479905	2 of 2	528652	594413	528652
NM_026187_Ankzf1	chr1	75192524	75195962	+	chr1	75481920	75482054	1 of 2	285958	289396	285958
NM_026187_Ankzf1	chr1	75192524	75195962	+	chr1	75481920	75482054	2 of 2	285958	289396	285958
NM_026187_Ankzf1	chr1	75188977	75192143	+	chr1	75481920	75482054	1 of 2	289777	292943	289777
NM_026187_Ankzf1	chr1	75188977	75192143	+	chr1	75481920	75482054	2 of 2	289777	292943	289777
NM_026195_Atic	chr1	71584010	71626205	+	---	---	---	---	---	---	---
NM_026234_Pigm	chr1	174306609	174314210	+	chr1	174376470	174376659	1 of 1	62260	69861	62260
NM_026241_Ankrd39	chr1	36594353	36604077	-	chr1	36106813	36107058	1 of 1	487295	497019	487295
NM_026250_Zh2c2	chr1	99658035	99706130	+	---	---	---	---	---	---	---
NM_026321_Fam174a	chr1	97174825	97346168	+	---	---	---	---	---	---	---
NM_026367_Gpatch2	chr1	189010707	189180483	+	---	---	---	---	---	---	---
NM_026369_Arpc5	chr1	154613024	154638792	+	chr1	154971572	154971673	1 of 3	332780	358548	332780
NM_026369_Arpc5	chr1	154613024	154638792	+	chr1	155123313	155123435	2 of 3	484521	510289	484521
NM_026369_Arpc5	chr1	154613024	154638792	+	chr1	155123313	155123435	3 of 3	484521	510289	484521
NM_026375_Ahctf1	chr1	181675025	181733948	-	chr1	181061299	181061446	1 of 3	613579	672502	613579
NM_026375_Ahctf1	chr1	181675025	181733948	-	chr1	182479646	182479905	2 of 3	745698	745698	804621
NM_026375_Ahctf1	chr1	181675025	181733948	-	chr1	182479646	182479905	3 of 3	745698	745698	804621
NM_026380_Rgs8	chr1	155468581	155563679	+	chr1	155123313	155123435	1 of 3	345146	345146	440244
NM_026380_Rgs8	chr1	155468581	155563679	+	chr1	155123313	155123435	2 of 3	345146	345146	440244
NM_026380_Rgs8	chr1	155468581	155563679	+	chr1	154971572	154971673	3 of 3	496908	496908	592006
NM_026390_Ubxn4	chr1	130140557	130175951	+	---	---	---	---	---	---	---
NM_026430_Uxs1	chr1	43804890	43884625	-	chr1	44195449	44195639	1 of 2	310824	310824	390559
NM_026430_Uxs1	chr1	43804890	43884625	-	chr1	44195449	44195639	2 of 2	310824	310824	390559
NM_026454_Ube2f	chr1	93146888	93187187	+	---	---	---	---	---	---	---
NM_026456_Tceb1	chr1	16603307	16655630	-	chr1	17030405	17030545	1 of 2	374775	374775	427098
NM_026456_Tceb1	chr1	16603307	16655630	-	chr1	17030405	17030545	2 of 2	374775	374775	427098
NM_026472_Mki67ip	chr1	120218436	120230401	+	chr1	120760212	120760461	1 of 1	529811	541776	529811
NM_026493_Cspp1	chr1	10028093	10126849	+	chr1	9619175	9619382	1 of 3	408711	408711	507467
NM_026493_Cspp1	chr1	10028093	10126849	+	chr1	9619046	9619167	2 of 3	408926	408926	507682
NM_026493_Cspp1	chr1	10028093	10126849	+	chr1	10617233	10617437	3 of 3	490384	589140	490384
NM_026500_Ddx59	chr1	138242798	138336799	+	chr1	138437726	138437860	1 of 2	100927	194928	100927
NM_026500_Ddx59	chr1	138242798	138336799	+	chr1	138437726	138437860	2 of 2	100927	194928	100927
NM_026503_1110058L19Rik	chr1	24002785	24017210	-	chr1	24609562	24609623	1 of 4	592352	592352	606777
NM_026503_1110058L19Rik	chr1	24002785	24017210	-	chr1	24609562	24609623	2 of 4	592352	592352	606777
NM_026503_1110058L19Rik	chr1	24002785	24017210	-	chr1	24609923	24609992	3 of 4	592713	592713	607138
NM_026503_1110058L19Rik	chr1	24002785	24017210	-	chr1	24609923	24609992	4 of 4	592713	592713	607138
NM_026626_Efcab2	chr1	180335927	180414624	+	chr1	181061299	181061446	1 of 1	646675	725372	646675
NM_026680_Golt1a	chr1	135206322	135226478	+	chr1	135582677	135582828	1 of 3	356199	376355	356199
NM_026680_Golt1a	chr1	135206322	135226478	+	chr1	135851853	135852218	2 of 3	625375	645531	625375
NM_026680_Golt1a	chr1	135206322	135226478	+	chr1	135851853	135852218	3 of 3	625375	645531	625375
NM_026713_Mogat1	chr1	78496730	78564215	+	chr1	78630893	78631160	1 of 4	66678	134163	66678
NM_026713_Mogat1	chr1	78496730	78564215	+	chr1	78630893	78631160	2 of 4	66678	134163	66678
NM_026713_Mogat1	chr1	78496730	78564215	+	chr1	78630893	78631160	3 of 4	66678	134163	66678
NM_026713_Mogat1	chr1	78496730	78564215	+	chr1	78630893	78631160	4 of 4	66678	134163	66678
NM_026719_Lmbrd1	chr1	24593456	24847969	+	chr1	24609562	24609623	1 of 4	0	16106	238346
NM_026719_Lmbrd1	chr1	24593456	24847969	+	chr1	24609562	24609623	2 of 4	0	16106	238346
NM_026719_Lmbrd1	chr1	24593456	24847969	+	chr1	24609923	24609992	3 of 4	0	16467	237977
NM_026719_Lmbrd1	chr1	24593456	24847969	+	chr1	24609923	24609992	4 of 4	0	16467	237977
NM_026719_Lmbrd1	chr1	24820582	24823143	+	chr1	24730996	24731077	1 of 4	89505	89505	92066
NM_026719_Lmbrd1	chr1	24820582	24823143	+	chr1	24609923	24609992	2 of 4	210590	210590	213151
NM_026719_Lmbrd1	chr1	24820582	24823143	+	chr1	24609923	24609992	3 of 4	210590	210590	213151
NM_026719_Lmbrd1	chr1	24820582	24823143	+	chr1	24609562	24609623	4 of 4	210959	210959	213520
NM_026725_Dusp23	chr1	174560902	174563119	-	chr1	174376470	174376659	1 of 1	184243	186460	184243
NM_026796_Smyd2	chr1	191704373	191746222	-	---	---	---	---	---	---	---
NM_026823_Arl8a	chr1	137043216	137053347	+	chr1	136956468	136956598	1 of 1	86618	86618	96749
NM_026846_Zfand2b	chr1	75165237	75168196	+	chr1	75481920	75482054	1 of 2	313724	316683	313724
NM_026846_Zfand2b	chr1	75165237	75168196	+	chr1	75481920	75482054	2 of 2	313724	316683	313724
NM_026850_Pdcl3	chr1	39044622	39054081	+	chr1	39492140	39492513	1 of 2	438059	447518	438059
NM_026850_Pdcl3	chr1	39044622	39054081	+	chr1	39492140	39492513	2 of 2	438059	447518	438059
NM_026913_Mitd1	chr1	37931656	37947242	-	---	---	---	---	---	---	---
NM_026977_1810031K17Rik	chr1	75131500	75139270	-	chr1	75481920	75482054	1 of 2	342650	342650	350420
NM_026977_1810031K17Rik	chr1	75131500	75139270	-	chr1	75481920	75482054	2 of 2	342650	342650	350420
NM_027098_Mrpl30	chr1	37947313	37959167	+	---	---	---	---	---	---	---
NM_027154_Tmbim1	chr1	74334823	74352176	-	---	---	---	---	---	---	---
NM_027159_Ccdc115	chr1	34491854	34496517	-	chr1	34206924	34207100	1 of 2	284754	289417	284754
NM_027159_Ccdc115	chr1	34491854	34496517	-	chr1	34206924	34207100	2 of 2	284754	289417	284754
NM_027188_Smyd3	chr1	180885172	181448168	-	chr1	181061299	181061446	1 of 1	0	386722	176127
NM_027300_Spata3	chr1	87913403	87926533	+	chr1	88408969	88409267	1 of 1	482436	495566	482436
NM_027351_Ppil3	chr1	58486110	58502330	-	---	---	---	---	---	---	---
NM_027357_Psmd1	chr1	87958636	88174849	+	chr1	88408969	88409267	1 of 1	234120	450333	234120
NM_027407_Ica1l	chr1	60039354	60099956	-	---	---	---	---	---	---	---
NM_027415_Tmem70	chr1	16610621	16668358	+	chr1	17030405	17030545	1 of 2	362047	419784	362047
NM_027415_Tmem70	chr1	16610621	16668358	+	chr1	17030405	17030545	2 of 2	362047	419784	362047
NM_027430_Brp44	chr1	167390752	167411345	+	chr1	167222964	167223261	1 of 4	167491	167491	188084
NM_027430_Brp44	chr1	167390752	167411345	+	chr1	167222964	167223261	2 of 4	167491	167491	188084
NM_027430_Brp44	chr1	167390752	167411345	+	chr1	167906284	167906554	3 of 4	494939	515532	494939
NM_027430_Brp44	chr1	167390752	167411345	+	chr1	167906284	167906554	4 of 4	494939	515532	494939
NM_027534_Kdsr	chr1	108617007	108656357	-	chr1	108747519	108747791	1 of 3	91162	91162	130512
NM_027534_Kdsr	chr1	108617007	108656357	-	chr1	108747519	108747791	2 of 3	91162	91162	130512
NM_027534_Kdsr	chr1	108617007	108656357	-	chr1	108747519	108747791	3 of 3	91162	91162	130512
NM_027548_Serpinb7	chr1	109296172	109349266	+	chr1	108747519	108747791	1 of 3	548381	548381	601475
NM_027548_Serpinb7	chr1	109296172	109349266	+	chr1	108747519	108747791	2 of 3	548381	548381	601475
NM_027548_Serpinb7	chr1	109296172	109349266	+	chr1	108747519	108747791	3 of 3	548381	548381	601475
NM_027551_Klhl30	chr1	93244259	93259068	+	---	---	---	---	---	---	---
NM_027637_4931428L18Rik	chr1	31197921	31279501	-	---	---	---	---	---	---	---
NM_027661_Hsfy2	chr1	56668158	56822175	-	---	---	---	---	---	---	---
NM_027677_Gpr39	chr1	127573518	127795359	+	---	---	---	---	---	---	---
NM_027678_Zranb3	chr1	129846941	130025531	-	---	---	---	---	---	---	---
NM_027725_Wdr69	chr1	83156310	83207145	+	---	---	---	---	---	---	---
NM_027884_Tns1	chr1	73956820	74144891	-	---	---	---	---	---	---	---
NM_027886_Stk11ip	chr1	75518100	75533910	+	chr1	75481920	75482054	1 of 2	36046	36046	51856
NM_027886_Stk11ip	chr1	75518100	75533910	+	chr1	75481920	75482054	2 of 2	36046	36046	51856
NM_027893_Pvrl4	chr1	173292993	173318729	+	chr1	172620917	172621080	1 of 2	671913	671913	697649
NM_027893_Pvrl4	chr1	173292993	173318729	+	chr1	172620779	172620912	2 of 2	672081	672081	697817
